spam,v2,v2clean,v2_clean,spam_clean,spam_clean_encoded
0,All e best 4 ur driving tmr :-),All e best 4 ur driving tmr ,all e best 4 ur driving tmr,e good 4 ur drive tmr,"[79, 11, 6, 4, 195, 286]"
0,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATåÕS AL!!!!!!!!!,YWHERE U AT DOGBREATH ITS JUST SOUNDING LIKE JAN C THATåÕS AL,ywhere u at dogbreath its just sounding like jan c thatåõs al,ywhere u dogbreath sound like jan c thatåõs al,"[1, 2, 1, 287, 13, 1, 81, 1, 993]"
0,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,Omg I want to scream I weighed myself and I lost more weight Woohoo,omg i want to scream i weighed myself and i lost more weight woohoo,omg want scream weigh lose weight woohoo,"[914, 14, 592, 1, 186, 1, 1]"
0,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,There generally isn't one It's an uncountable noun  u in the dictionary pieces of research,there generally isn't one it's an uncountable noun  u in the dictionary pieces of research,generally uncountable noun   u dictionary piece research,"[1, 1, 1, 2, 1, 1, 1]"
0,it's really getting me down just hanging around.,it's really getting me down just hanging around,it's really getting me down just hanging around,hang,[1]
1,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",Orange customer you may now claim your FREE CAMERA PHONE upgrade for your loyalty Call now on 0207 153 9996 Offer ends 14thMarch TC's apply Optout availa,orange customer you may now claim your free camera phone upgrade for your loyalty call now on 0207 153 9996 offer ends 14thmarch tc's apply optout availa,orange customer claim free camera phone upgrade loyalty 0207 153 9996 offer end 14thmarch tc apply optout availa,"[263, 117, 46, 10, 207, 33, 1, 979, 1, 1, 1, 152, 108, 1, 274, 232, 803, 1]"
0,"\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\""""",Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic,petey boy whereare you me and all your friendsare in thekingshead come down if you canlove nic,petey boy whereare friendsare thekingshead come canlove nic,"[1, 213, 1, 1, 1, 5, 1, 1]"
0,Ok i msg u b4 i leave my house.,Ok i msg u b4 i leave my house,ok i msg u b4 i leave my house,ok msg u b4 leave house,"[8, 70, 2, 561, 51, 212]"
0,"\Gimme a few\"" was  &lt;#&gt;  minutes ago""",Gimme a few was  ltgt  minutes ago,gimme a few was  ltgt  minutes ago,gimme   ltgt   minute ago,"[1, 9, 137, 635]"
1,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16",Last Chance Claim ur å150 worth of discount vouchers today Text SHOP to 85023 now SavaMob offers mobile T Cs SavaMob POBOX84 M263UZ å300 Sub 16,last chance claim ur å150 worth of discount vouchers today text shop to 85023 now savamob offers mobile t cs savamob pobox84 m263uz å300 sub 16,chance claim ur å150 worth discount voucher today text shop 85023 savamob offer mobile t cs savamob pobox84 m263uz å300 sub 16,"[183, 46, 4, 292, 456, 684, 205, 29, 18, 204, 1, 593, 152, 31, 365, 744, 593, 1, 1, 1, 594, 138]"
0,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,Appt is at ltTIMEgt am Not my fault u don't listen I told u twice,appt is at lttimegt am not my fault u don't listen i told u twice,appt lttimegt fault u listen tell u twice,"[1, 1, 1, 2, 442, 19, 2, 1]"
1,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,FREE for 1st week No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates wwwgetzedcouk POBox 36504 W45WQ 16 norm150ptone,free for 1st week no1 nokia tone 4 ur mobile every week just txt nokia to 8077 get txting and tell ur mates wwwgetzedcouk pobox 36504 w45wq 16 norm150ptone,free 1st week no1 nokia tone 4 ur mobile week txt nokia 8077 txte tell ur mate wwwgetzedcouk pobox 36504 w45wq 16 norm150ptone,"[10, 201, 35, 815, 100, 95, 6, 4, 31, 35, 22, 100, 1, 671, 19, 4, 280, 816, 466, 1, 1, 138, 1]"
1,You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,You have won a guaranteed å200 award or even å1000 cashto claim UR award call free on 08000407165 18 2 stop getstop on 88222 PHP RG21 4JX,you have won a guaranteed å200 award or even å1000 cashto claim ur award call free on 08000407165 18 2 stop getstop on 88222 php rg21 4jx,win guarantee å200 award å1000 cashto claim ur award free 08000407165 18 2 stop getstop 88222 php rg21 4jx,"[30, 141, 787, 107, 218, 1, 46, 4, 107, 10, 1, 177, 3, 26, 1, 1, 1, 1, 1]"
0,K I'll be there before 4.,K I'll be there before 4,k i'll be there before 4,k 4,"[98, 6]"
0,I dled 3d its very imp,I dled 3d its very imp,i dled 3d its very imp,dle 3d imp,"[1, 1, 1]"
0,"sure, but make sure he knows we ain't smokin yet",sure but make sure he knows we ain't smokin yet,sure but make sure he knows we ain't smokin yet,sure sure know smokin,"[99, 99, 7, 1]"
0,Boooo you always work. Just quit.,Boooo you always work Just quit,boooo you always work just quit,boooo work quit,"[1, 37, 1]"
0,I am taking half day leave bec i am not well,I am taking half day leave bec i am not well,i am taking half day leave bec i am not well,half day leave bec,"[198, 15, 51, 1]"
0,Ugh I don't wanna get out of bed. It's so warm.,Ugh I don't wanna get out of bed It's so warm,ugh i don't wanna get out of bed it's so warm,ugh wanna bed warm,"[645, 199, 244, 689]"
0,S:)s.nervous  &lt;#&gt; :),Ssnervous  ltgt ,ssnervous  ltgt,ssnervous   ltgt,"[1, 9]"
0,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,So there's a ring that comes with the guys costumes It's there so they can gift their future yowifes Hint hint,so there's a ring that comes with the guys costumes it's there so they can gift their future yowifes hint hint,ring come guy costume gift future yowife hint hint,"[382, 5, 113, 1, 289, 903, 1, 1, 1]"
1,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,Congratulations ur awarded either å500 of CD gift vouchers  Free entry 2 our å100 weekly draw txt MUSIC to 87066 TnCs wwwLdewcom1win150ppmx3age16,congratulations ur awarded either å500 of cd gift vouchers  free entry 2 our å100 weekly draw txt music to 87066 tncs wwwldewcom1win150ppmx3age16,congratulation ur award å500 cd gift voucher   free entry 2 å100 weekly draw txt music 87066 tnc wwwldewcom1win150ppmx3age16,"[516, 4, 107, 422, 545, 289, 205, 10, 301, 3, 367, 334, 167, 22, 353, 579, 878, 1]"
0,I borrow ur bag ok.,I borrow ur bag ok,i borrow ur bag ok,borrow ur bag ok,"[1, 4, 915, 8]"
1,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",U were outbid by simonwatson5120 on the Shinco DVD Plyr 2 bid again visit sms acsmsrewards 2 end bid notifications reply END OUT,u were outbid by simonwatson5120 on the shinco dvd plyr 2 bid again visit sms acsmsrewards 2 end bid notifications reply end out,u outbid simonwatson5120 shinco dvd plyr 2 bid visit sm acsmsreward 2 end bid notification reply end,"[2, 1, 1, 1, 864, 1, 3, 817, 495, 1, 1, 3, 108, 817, 1, 25, 108]"
0,Where's my boytoy? I miss you ... What happened?,Where's my boytoy I miss you  What happened,where's my boytoy i miss you  what happened,boytoy miss   happen,"[483, 42, 143]"
0,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",He has lots of used ones babe but the model doesn't help Youi have to bring it over and he'll match it up,he has lots of used ones babe but the model doesn't help youi have to bring it over and he'll match it up,lot babe model help youi bring match,"[136, 80, 1, 119, 1, 180, 396]"
0,Also are you bringing galileo or dobby,Also are you bringing galileo or dobby,also are you bringing galileo or dobby,bring galileo dobby,"[180, 1, 1]"
0,Then why you not responding,Then why you not responding,then why you not responding,respond,[894]
0,"\BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IåÕLLSPEAK 2U SOONLOTS OF LOVEME XXXX.\""""",BOO BABE U ENJOYIN YOURJOB U SEEMED 2 B GETTIN ON WELL HUNNYHOPE URE OKTAKE CARE  IåÕLLSPEAK 2U SOONLOTS OF LOVEME XXXX,boo babe u enjoyin yourjob u seemed 2 b gettin on well hunnyhope ure oktake care  iåõllspeak 2u soonlots of loveme xxxx,boo babe u enjoyin yourjob u 2 b gettin hunnyhope ure oktake care   iåõllspeak 2u soonlot loveme xxxx,"[1, 80, 2, 1, 1, 2, 3, 110, 750, 1, 1, 1, 97, 1, 1, 1, 1, 1]"
0,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,Good afternoon starshine How's my boytoy Does he crave me yet Ache to fuck me  sips cappuccino I miss you babe teasing kiss,good afternoon starshine how's my boytoy does he crave me yet ache to fuck me  sips cappuccino i miss you babe teasing kiss,good afternoon starshine boytoy crave ache fuck   sip cappuccino miss babe tease kiss,"[11, 283, 1, 483, 615, 1, 240, 1, 1, 42, 80, 1, 215]"
0,On the road so cant txt,On the road so cant txt,on the road so cant txt,road txt,"[724, 22]"
1,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",SMSSERVICES for yourinclusive text credits pls goto wwwcomuknet login 3qxj9 unsubscribe with STOP no extra charge help 08702840625COMUK 220CM2 9AE,smsservices for yourinclusive text credits pls goto wwwcomuknet login 3qxj9 unsubscribe with stop no extra charge help 08702840625comuk 220cm2 9ae,smsservice yourinclusive text credit pls goto wwwcomuknet login 3qxj9 unsubscribe stop extra charge help 08702840625comuk 220cm2 9ae,"[1, 1, 18, 293, 58, 866, 1, 1, 1, 418, 26, 646, 208, 119, 1, 1, 1]"
1,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,25p 4 alfie Moon's Children in need song on ur mob Tell ur m8s Txt Tone charity to 8007 for Nokias or Poly charity for polys zed 08701417012 profit 2 charity,25p 4 alfie moon's children in need song on ur mob tell ur m8s txt tone charity to 8007 for nokias or poly charity for polys zed 08701417012 profit 2 charity,25p 4 alfie moon child need song ur mob tell ur m8s txt tone charity 8007 nokia poly charity poly zed 08701417012 profit 2 charity,"[905, 6, 1, 916, 707, 21, 475, 4, 313, 19, 4, 1, 22, 95, 818, 389, 100, 324, 818, 324, 1, 1, 1, 3, 818]"
0,Have a good evening! Ttyl,Have a good evening Ttyl,have a good evening ttyl,good evening ttyl,"[11, 276, 1]"
0,Hmm .. Bits and pieces lol ... *sighs* ...,Hmm  Bits and pieces lol  sighs ,hmm  bits and pieces lol  sighs,hmm   bit piece lol   sigh,"[686, 166, 1, 94, 992]"
0,Hahaha..use your brain dear,Hahahause your brain dear,hahahause your brain dear,hahahause brain dear,"[1, 1, 53]"
0,Hey. You got any mail?,Hey You got any mail,hey you got any mail,hey mail,"[56, 295]"
0,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",Sorry light turned green I meant another friend wanted  ltgt  worth but he may not be around,sorry light turned green i meant another friend wanted  ltgt  worth but he may not be around,sorry light turn green mean friend want   ltgt   worth,"[28, 488, 565, 1, 116, 62, 14, 9, 456]"
0,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,Thanks for yesterday sir You have been wonderful Hope you enjoyed the burial MojiBiola,thanks for yesterday sir you have been wonderful hope you enjoyed the burial mojibiola,thank yesterday sir wonderful hope enjoy burial mojibiola,"[66, 344, 220, 500, 44, 171, 1, 1]"
